fold,train_start_utc,train_end_exclusive_utc,context,config_id,trades,net_pnl_usd,profit_factor,worst_sampled_segment_pf,eligible,selection_score,selected,parameters_json
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,BULL_PULLBACK,BULL_PULLBACK-LS17,49,-24.55435,0.364643,0.0,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.5,""breakout_range_atr"":1.0,""cci_level"":25.0,""context"":""BULL_PULLBACK"",""direction"":""LONG"",""ema_touch_atr"":0.25,""max_hold_bars"":72,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":50.0,""rsi_reclaim"":52.0,""setup"":""pullback"",""stop_atr"":1.0,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,BULL_PULLBACK,BULL_PULLBACK-LS18,106,-51.994913,0.340472,0.153547,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.6,""cci_level"":0.0,""context"":""BULL_PULLBACK"",""direction"":""LONG"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":45.0,""rsi_reclaim"":52.0,""setup"":""pullback"",""stop_atr"":1.25,""target_rr"":1.5,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS01,1,-1.503314,0.0,,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.5,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":35.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.4}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS02,6,-3.839717,0.365674,,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":72,""range_adx_max"":24.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":40.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.5,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.2}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS03,3,0.38691,1.277241,,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":30.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS04,0,0.0,,,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS05,5,0.26486,1.090018,,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.6,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":30.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.4}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS06,2,-0.345546,0.803532,,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.75,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.4}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS07,0,0.0,,,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":1.0,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.4}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS08,1,-1.424765,0.0,,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS09,1,-1.503314,0.0,,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":30.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.5,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.2}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS10,69,-31.472618,0.398404,0.111515,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS11,3,1.077669,1.616166,,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":30.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.4}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS12,11,2.620871,1.791657,,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":72,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.25,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.2}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS13,8,-3.548883,0.483581,,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.6,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":40.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.5,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS14,3,2.714065,,,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.4}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS15,0,0.0,,,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":48,""range_adx_max"":16.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":30.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.2}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS16,2,-0.284487,0.832431,,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.5,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":48,""range_adx_max"":24.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.2}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS17,0,0.0,,,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":48,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":30.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.25,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.0}"
2023-07 to 2023-12,2019-09-06T00:00:00+00:00,2023-07-01T00:00:00+00:00,RANGE_REVERSION,RANGE_REVERSION-LS18,0,0.0,,,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.2}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS01,144,-58.028117,0.3337,0.214574,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":50.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.5,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":50.0,""rsi_reclaim"":48.0,""setup"":""breakout"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.4}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS02,126,-57.428599,0.269442,0.145871,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.35,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":60.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.0,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.4}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS03,196,-69.520304,0.352441,0.245497,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.5,""breakout_range_atr"":1.0,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.5,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":50.0,""rsi_reclaim"":50.0,""setup"":""breakout"",""stop_atr"":1.5,""target_rr"":1.5,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.0}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS04,46,-30.220428,0.250841,0.001576,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":0.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.0,""max_hold_bars"":72,""range_adx_max"":20.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":50.0,""rsi_reclaim"":50.0,""setup"":""breakout"",""stop_atr"":1.5,""target_rr"":1.75,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.4}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS05,117,-54.861907,0.268039,0.168873,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.0,""max_hold_bars"":48,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":50.0,""rsi_reclaim"":50.0,""setup"":""breakout"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.4}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS06,444,-95.013318,0.310209,0.287252,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":0.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.0,""max_hold_bars"":72,""range_adx_max"":24.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":60.0,""rsi_reclaim"":48.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.2}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS07,404,-92.74512,0.342581,0.31987,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":1.0,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":60.0,""rsi_reclaim"":48.0,""setup"":""breakout"",""stop_atr"":1.5,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.0}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS08,113,-55.998915,0.278694,0.161143,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":50.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":50.0,""rsi_reclaim"":48.0,""setup"":""breakout"",""stop_atr"":1.0,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.0}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS09,212,-69.752489,0.349547,0.249591,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.8,""cci_level"":0.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.0,""max_hold_bars"":48,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":55.0,""rsi_reclaim"":48.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.0}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS10,68,-35.183918,0.291853,0.104115,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.6,""cci_level"":0.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.0,""max_hold_bars"":48,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":60.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.2}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS11,87,-42.355451,0.279435,0.180998,False,,False,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":55.0,""rsi_reclaim"":50.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.0}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS12,81,-41.695766,0.283226,0.180053,False,,False,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":60.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.5,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.2}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS13,355,-91.120442,0.312312,0.272923,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.8,""cci_level"":0.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":55.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.5,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.2}"
2024-01 to 2024-06,2019-09-06T00:00:00+00:00,2024-01-01T00:00:00+00:00,BEAR_BREAKOUT,BEAR_BREAKOUT-LS14,478,-94.847889,0.332095,0.301801,False,,False,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":50.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.0,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.2}"
