strategy,family,window,opened_at_utc,closed_at_utc,direction,entry,exit,size_oz,stop_distance_usd,gross_pnl_usd,entry_fee_usd,exit_fee_usd,net_pnl_usd,exit_reason,bars_held,ambiguous_ohlc_exit,balance_after
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-07T12:20:00+00:00,2021-06-07T16:05:00+00:00,LONG,1886.78,1894.75,0.0846,4.0,0.674262,0.063849,0.064118,0.546295,TP_HIT,45,False,34.368676
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-08T07:05:00+00:00,2021-06-08T07:25:00+00:00,LONG,1898.16,1893.79,0.0859,4.0,-0.375383,0.065221,0.065071,-0.505674,SL_HIT,4,False,33.863001
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-15T09:30:00+00:00,2021-06-15T10:55:00+00:00,LONG,1865.53,1864.83,0.0847,4.0,-0.05929,0.063204,0.06318,-0.185675,DATA_GAP_EXIT,17,False,33.677327
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-16T09:50:00+00:00,2021-06-16T10:50:00+00:00,LONG,1860.26,1856.21,0.0842,4.0,-0.34101,0.062654,0.062517,-0.466181,SL_HIT,12,False,33.211146
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-16T12:35:00+00:00,2021-06-16T15:50:00+00:00,SHORT,1856.13,1860.19,0.083,4.0,-0.33698,0.061624,0.061758,-0.460362,SL_HIT,33,False,32.750784
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-17T19:40:00+00:00,2021-06-17T22:10:00+00:00,SHORT,1776.15,1776.15,0.0819,4.0,0.0,0.058187,0.058187,-0.116373,DAY_EXIT,16,False,32.634411
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-21T07:25:00+00:00,2021-06-21T07:45:00+00:00,SHORT,1774.43,1778.92,0.0816,4.0,-0.366384,0.057917,0.058064,-0.482365,SL_HIT,4,False,32.152045
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-21T14:30:00+00:00,2021-06-21T18:30:00+00:00,LONG,1781.99,1783.72,0.0804,4.0,0.139092,0.057309,0.057364,0.024419,TIME_EXIT,48,False,32.176464
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-22T11:55:00+00:00,2021-06-22T12:40:00+00:00,SHORT,1782.06,1774.09,0.0804,4.0,0.640788,0.057311,0.057055,0.526422,TP_HIT,9,False,32.702886
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-28T15:00:00+00:00,2021-06-28T15:10:00+00:00,SHORT,1777.61,1782.69,0.0818,4.0,-0.415544,0.058163,0.05833,-0.532037,SL_HIT,2,False,32.170849
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-29T07:05:00+00:00,2021-06-29T08:25:00+00:00,SHORT,1775.92,1767.95,0.0804,4.0,0.640788,0.057114,0.056857,0.526817,TP_HIT,16,False,32.697667
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-29T19:05:00+00:00,2021-06-29T22:10:00+00:00,SHORT,1761.69,1762.34,0.0817,4.0,-0.053105,0.057572,0.057593,-0.16827,DAY_EXIT,23,False,32.529396
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-06-30T07:05:00+00:00,2021-06-30T11:05:00+00:00,SHORT,1758.47,1758.04,0.0813,4.0,0.034959,0.057185,0.057171,-0.079398,TIME_EXIT,48,False,32.449998
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-01T07:55:00+00:00,2021-07-01T09:10:00+00:00,LONG,1777.2,1772.83,0.0811,4.0,-0.354407,0.057652,0.057511,-0.46957,SL_HIT,15,False,31.980428
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-09T12:40:00+00:00,2021-07-09T13:35:00+00:00,SHORT,1800.62,1805.11,0.08,4.0,-0.3592,0.05762,0.057764,-0.474583,SL_HIT,11,False,31.505845
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-12T09:35:00+00:00,2021-07-12T13:35:00+00:00,SHORT,1802.45,1801.89,0.0788,4.0,0.044128,0.056813,0.056796,-0.069481,TIME_EXIT,48,False,31.436364
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-15T12:25:00+00:00,2021-07-15T12:50:00+00:00,LONG,1827.78,1823.12,0.0786,4.0,-0.366276,0.057465,0.057319,-0.48106,SL_HIT,5,False,30.955304
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-20T11:20:00+00:00,2021-07-20T14:45:00+00:00,LONG,1818.09,1810.81,0.0774,4.0,-0.563472,0.056288,0.056063,-0.675823,SL_HIT,41,False,30.279481
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-23T13:35:00+00:00,2021-07-23T16:10:00+00:00,SHORT,1799.66,1803.76,0.0757,4.0,-0.31037,0.054494,0.054618,-0.419482,SL_HIT,31,False,29.86
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-27T15:25:00+00:00,2021-07-27T19:25:00+00:00,LONG,1801.34,1799.72,0.0746,4.0,-0.120852,0.053752,0.053704,-0.228308,TIME_EXIT,48,False,29.631692
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-07-28T13:15:00+00:00,2021-07-28T15:20:00+00:00,SHORT,1798.29,1802.42,0.0741,4.0,-0.306033,0.053301,0.053424,-0.412758,SL_HIT,25,False,29.218934
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-05T12:40:00+00:00,2021-08-05T13:05:00+00:00,LONG,1812.29,1808.0,0.073,4.0,-0.31317,0.052919,0.052794,-0.418882,SL_HIT,5,False,28.800051
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-06T07:45:00+00:00,2021-08-06T11:45:00+00:00,SHORT,1799.72,1799.06,0.072,4.0,0.04752,0.051832,0.051813,-0.056125,TIME_EXIT,48,False,28.743927
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-06T12:25:00+00:00,2021-08-06T12:30:00+00:00,SHORT,1796.94,1801.42,0.0719,4.0,-0.322112,0.05168,0.051809,-0.425601,SL_HIT,1,False,28.318326
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-09T11:55:00+00:00,2021-08-09T12:10:00+00:00,SHORT,1742.88,1747.64,0.0708,4.0,-0.337008,0.049358,0.049493,-0.43586,SL_HIT,3,False,27.882466
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-09T18:45:00+00:00,2021-08-09T22:10:00+00:00,SHORT,1728.63,1729.2,0.0697,4.0,-0.039729,0.048194,0.04821,-0.136133,DAY_EXIT,27,False,27.746333
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-10T07:05:00+00:00,2021-08-10T11:05:00+00:00,SHORT,1734.21,1730.76,0.0694,4.0,0.23943,0.048142,0.048046,0.143242,TIME_EXIT,48,False,27.889575
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-11T12:35:00+00:00,2021-08-11T12:50:00+00:00,LONG,1739.15,1747.12,0.0697,4.0,0.555509,0.048488,0.04871,0.458312,TP_HIT,3,False,28.347887
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-12T08:40:00+00:00,2021-08-12T10:25:00+00:00,LONG,1755.3,1751.04,0.0709,4.0,-0.302034,0.04978,0.049659,-0.401474,SL_HIT,21,False,27.946413
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-20T11:55:00+00:00,2021-08-20T13:05:00+00:00,LONG,1784.74,1778.98,0.0699,4.0,-0.402624,0.049901,0.04974,-0.502266,SL_HIT,14,False,27.444148
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-24T07:20:00+00:00,2021-08-24T11:20:00+00:00,LONG,1803.79,1804.81,0.0686,4.0,0.069972,0.049496,0.049524,-0.029048,TIME_EXIT,48,False,27.4151
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-24T12:35:00+00:00,2021-08-24T13:35:00+00:00,LONG,1806.47,1801.25,0.0685,4.0,-0.35757,0.049497,0.049354,-0.456422,SL_HIT,12,False,26.958678
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-27T12:25:00+00:00,2021-08-27T13:15:00+00:00,LONG,1796.5,1790.4,0.0674,4.0,-0.41114,0.048434,0.048269,-0.507843,SL_HIT,10,False,26.450835
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-08-31T07:35:00+00:00,2021-08-31T10:55:00+00:00,LONG,1816.68,1812.52,0.0661,4.0,-0.274976,0.048033,0.047923,-0.370932,SL_HIT,40,False,26.079903
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-09-07T12:35:00+00:00,2021-09-07T13:35:00+00:00,SHORT,1810.83,1814.97,0.0652,4.0,-0.269928,0.047226,0.047334,-0.364489,SL_HIT,12,False,25.715415
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-09-08T12:35:00+00:00,2021-09-08T13:50:00+00:00,SHORT,1797.47,1789.5,0.0643,4.0,0.512471,0.046231,0.046026,0.420214,TP_HIT,15,False,26.135629
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-09-10T14:40:00+00:00,2021-09-10T18:40:00+00:00,SHORT,1794.67,1790.38,0.0653,4.0,0.280137,0.046877,0.046765,0.186495,TIME_EXIT,48,False,26.322124
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-09-13T08:10:00+00:00,2021-09-13T12:10:00+00:00,SHORT,1789.35,1791.29,0.0658,4.0,-0.127652,0.047096,0.047147,-0.221894,TIME_EXIT,48,False,26.10023
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-09-17T12:35:00+00:00,2021-09-17T13:30:00+00:00,SHORT,1758.77,1750.8,0.0653,4.0,0.520441,0.045939,0.045731,0.428771,TP_HIT,11,False,26.529001
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-09-27T12:35:00+00:00,2021-09-27T12:45:00+00:00,SHORT,1748.95,1753.77,0.0663,4.0,-0.319566,0.046382,0.04651,-0.412458,SL_HIT,2,False,26.116543
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-10-04T13:05:00+00:00,2021-10-04T14:10:00+00:00,SHORT,1752.55,1757.19,0.0653,4.0,-0.302992,0.045777,0.045898,-0.394666,SL_HIT,13,False,25.721876
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-10-07T14:50:00+00:00,2021-10-07T18:50:00+00:00,SHORT,1757.82,1755.95,0.0643,4.0,0.120241,0.045211,0.045163,0.029867,TIME_EXIT,48,False,25.751743
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-10-12T09:15:00+00:00,2021-10-12T12:40:00+00:00,LONG,1759.11,1754.23,0.0644,4.0,-0.314272,0.045315,0.045189,-0.404776,SL_HIT,41,False,25.346967
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-10-12T13:10:00+00:00,2021-10-12T13:35:00+00:00,LONG,1762.85,1757.08,0.0634,4.0,-0.365818,0.044706,0.04456,-0.455083,SL_HIT,5,False,24.891884
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-10-14T12:35:00+00:00,2021-10-14T13:45:00+00:00,LONG,1797.96,1793.73,0.0622,4.0,-0.263106,0.044733,0.044628,-0.352467,SL_HIT,14,False,24.539417
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-10-19T12:45:00+00:00,2021-10-19T13:45:00+00:00,LONG,1780.62,1776.3,0.0613,4.0,-0.264816,0.043661,0.043555,-0.352032,SL_HIT,12,False,24.187385
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-10-26T09:35:00+00:00,2021-10-26T13:35:00+00:00,SHORT,1802.05,1794.08,0.0605,4.0,0.482185,0.04361,0.043417,0.395159,TP_HIT,48,False,24.582544
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-01T11:45:00+00:00,2021-11-01T14:25:00+00:00,LONG,1786.45,1794.42,0.0615,4.0,0.490155,0.043947,0.044143,0.402066,TP_HIT,32,False,24.984609
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-02T08:50:00+00:00,2021-11-02T11:20:00+00:00,LONG,1794.4,1790.21,0.0625,4.0,-0.261875,0.04486,0.044755,-0.35149,SL_HIT,30,False,24.633119
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-02T12:15:00+00:00,2021-11-02T12:35:00+00:00,LONG,1794.62,1789.04,0.0616,4.0,-0.343728,0.044219,0.044082,-0.432029,SL_HIT,4,False,24.20109
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-03T12:35:00+00:00,2021-11-03T13:15:00+00:00,SHORT,1781.43,1773.46,0.0605,4.0,0.482185,0.043111,0.042918,0.396157,TP_HIT,8,False,24.597246
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-09T10:50:00+00:00,2021-11-09T14:50:00+00:00,LONG,1825.98,1828.31,0.0615,4.0,0.143295,0.044919,0.044976,0.053399,TIME_EXIT,48,False,24.650646
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-10T19:40:00+00:00,2021-11-10T21:00:00+00:00,LONG,1848.92,1852.38,0.0616,4.0,0.213136,0.045557,0.045643,0.121936,DAY_EXIT,16,False,24.772582
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-18T11:45:00+00:00,2021-11-18T12:40:00+00:00,SHORT,1861.96,1866.83,0.0619,4.0,-0.301453,0.046102,0.046223,-0.393778,SL_HIT,11,False,24.378804
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-18T13:05:00+00:00,2021-11-18T13:45:00+00:00,SHORT,1862.04,1866.49,0.0609,4.0,-0.271005,0.045359,0.045468,-0.361832,SL_HIT,8,False,24.016972
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-22T09:00:00+00:00,2021-11-22T13:00:00+00:00,SHORT,1844.61,1840.14,0.06,4.0,0.2682,0.044271,0.044163,0.179766,TIME_EXIT,48,False,24.196738
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-29T07:05:00+00:00,2021-11-29T07:45:00+00:00,SHORT,1792.71,1797.2,0.0605,4.0,-0.271645,0.043384,0.043492,-0.358521,SL_HIT,8,False,23.838217
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-11-30T13:40:00+00:00,2021-11-30T14:50:00+00:00,LONG,1794.94,1802.91,0.0596,4.0,0.475012,0.042791,0.042981,0.389239,TP_HIT,14,False,24.227456
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-06T07:15:00+00:00,2021-12-06T08:20:00+00:00,LONG,1784.99,1780.26,0.0606,4.0,-0.286638,0.043268,0.043154,-0.37306,SL_HIT,13,False,23.854397
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-07T10:00:00+00:00,2021-12-07T13:35:00+00:00,LONG,1781.49,1775.43,0.0596,4.0,-0.361176,0.042471,0.042326,-0.445973,SL_HIT,43,False,23.408424
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-07T14:30:00+00:00,2021-12-07T15:40:00+00:00,SHORT,1778.65,1784.43,0.0585,4.0,-0.33813,0.04162,0.041756,-0.421506,SL_HIT,14,False,22.986918
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-08T07:30:00+00:00,2021-12-08T11:30:00+00:00,LONG,1789.56,1789.49,0.0575,4.0,-0.004025,0.04116,0.041158,-0.086343,TIME_EXIT,48,False,22.900574
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-09T14:40:00+00:00,2021-12-09T18:40:00+00:00,SHORT,1777.41,1776.67,0.0573,4.0,0.042402,0.040738,0.040721,-0.039058,TIME_EXIT,48,False,22.861517
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-13T14:55:00+00:00,2021-12-13T18:55:00+00:00,LONG,1787.73,1786.75,0.0572,4.0,-0.056056,0.040903,0.040881,-0.13784,TIME_EXIT,48,False,22.723677
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-20T13:00:00+00:00,2021-12-20T17:00:00+00:00,SHORT,1797.33,1796.05,0.0568,4.0,0.072704,0.040835,0.040806,-0.008938,TIME_EXIT,48,False,22.714739
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-21T07:15:00+00:00,2021-12-21T07:55:00+00:00,SHORT,1790.25,1794.35,0.0568,4.0,-0.23288,0.040674,0.040768,-0.314322,SL_HIT,8,False,22.400417
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-21T14:00:00+00:00,2021-12-21T14:20:00+00:00,LONG,1798.25,1794.14,0.056,4.0,-0.23016,0.040281,0.040189,-0.31063,SL_HIT,4,False,22.089788
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2021-12-28T13:25:00+00:00,2021-12-28T14:10:00+00:00,LONG,1817.71,1811.22,0.0552,4.0,-0.358248,0.040135,0.039992,-0.438375,SL_HIT,9,False,21.651413
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-07T07:40:00+00:00,2022-01-07T10:05:00+00:00,SHORT,1790.11,1794.24,0.0541,4.0,-0.223433,0.038738,0.038827,-0.300998,SL_HIT,29,False,21.350415
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-10T15:10:00+00:00,2022-01-10T15:55:00+00:00,LONG,1795.52,1791.28,0.0534,4.0,-0.226416,0.038352,0.038262,-0.30303,SL_HIT,9,False,21.047384
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-12T10:05:00+00:00,2022-01-12T14:05:00+00:00,LONG,1818.17,1821.36,0.0526,4.0,0.167794,0.038254,0.038321,0.091218,TIME_EXIT,48,False,21.138603
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-18T08:00:00+00:00,2022-01-18T12:00:00+00:00,SHORT,1815.98,1813.31,0.0528,4.0,0.140976,0.038353,0.038297,0.064325,TIME_EXIT,48,False,21.202928
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-18T13:10:00+00:00,2022-01-18T13:35:00+00:00,SHORT,1811.66,1817.3,0.053,4.0,-0.29892,0.038407,0.038527,-0.375854,SL_HIT,5,False,20.827074
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-19T07:20:00+00:00,2022-01-19T09:20:00+00:00,SHORT,1812.67,1816.73,0.0521,4.0,-0.211526,0.037776,0.037861,-0.287163,SL_HIT,24,False,20.539912
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-24T07:20:00+00:00,2022-01-24T11:20:00+00:00,LONG,1838.82,1838.61,0.0513,4.0,-0.010773,0.037733,0.037728,-0.086234,TIME_EXIT,48,False,20.453678
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-26T13:40:00+00:00,2022-01-26T14:25:00+00:00,SHORT,1844.8,1836.83,0.0511,4.0,0.407267,0.037708,0.037545,0.332014,TP_HIT,9,False,20.785692
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-26T19:35:00+00:00,2022-01-26T19:40:00+00:00,SHORT,1826.65,1832.0,0.052,4.0,-0.2782,0.037994,0.038106,-0.3543,SL_HIT,1,False,20.431392
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-27T12:30:00+00:00,2022-01-27T13:35:00+00:00,SHORT,1811.03,1803.06,0.0511,4.0,0.407267,0.037017,0.036855,0.333395,TP_HIT,13,False,20.764787
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-28T13:25:00+00:00,2022-01-28T13:40:00+00:00,SHORT,1786.13,1791.35,0.0519,4.0,-0.270918,0.03708,0.037188,-0.345186,SL_HIT,3,False,20.419601
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-01-31T15:55:00+00:00,2022-01-31T19:55:00+00:00,LONG,1795.61,1799.15,0.051,4.0,0.18054,0.03663,0.036703,0.107207,TIME_EXIT,48,False,20.526808
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-02-02T14:35:00+00:00,2022-02-02T18:35:00+00:00,LONG,1804.36,1808.93,0.0513,4.0,0.234441,0.037025,0.037119,0.160296,TIME_EXIT,48,False,20.687104
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-02-08T08:40:00+00:00,2022-02-08T12:40:00+00:00,LONG,1820.03,1818.19,0.0517,4.0,-0.095128,0.037638,0.0376,-0.170366,TIME_EXIT,48,False,20.516738
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-02-14T17:55:00+00:00,2022-02-14T19:00:00+00:00,LONG,1864.21,1872.18,0.0513,4.0,0.408861,0.038254,0.038417,0.33219,TP_HIT,13,False,20.848928
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-02-15T14:35:00+00:00,2022-02-15T14:45:00+00:00,SHORT,1847.89,1853.14,0.051,4.086593,-0.26775,0.037697,0.037804,-0.343251,SL_HIT,2,False,20.505677
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-02-17T14:25:00+00:00,2022-02-17T18:25:00+00:00,LONG,1892.07,1899.49,0.0509,4.027417,0.377678,0.038523,0.038674,0.300482,TIME_EXIT,48,False,20.806159
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-02-23T07:25:00+00:00,2022-02-23T11:25:00+00:00,SHORT,1896.23,1895.0,0.052,4.0,0.06396,0.039442,0.039416,-0.014898,TIME_EXIT,48,False,20.791261
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-02-25T18:30:00+00:00,2022-02-25T19:30:00+00:00,SHORT,1885.7,1890.03,0.052,4.0,-0.22516,0.039223,0.039313,-0.303695,SL_HIT,12,False,20.487566
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-01T14:35:00+00:00,2022-03-01T15:50:00+00:00,LONG,1918.97,1926.985519,0.0509,4.02276,0.40799,0.03907,0.039233,0.329686,TP_HIT,15,False,20.817252
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-04T13:35:00+00:00,2022-03-04T13:40:00+00:00,LONG,1946.38,1942.31,0.052,4.0,-0.21164,0.040485,0.0404,-0.292525,SL_HIT,1,False,20.524727
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-07T07:35:00+00:00,2022-03-07T08:05:00+00:00,LONG,1985.08,1993.05,0.0513,4.0,0.408861,0.040734,0.040897,0.32723,TP_HIT,6,False,20.851957
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-08T10:40:00+00:00,2022-03-08T13:05:00+00:00,LONG,2008.41,2003.44,0.0474,4.402592,-0.235578,0.038079,0.037985,-0.311643,SL_HIT,29,False,20.540314
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-10T09:45:00+00:00,2022-03-10T09:55:00+00:00,SHORT,1979.59,1984.32,0.0455,4.514614,-0.215215,0.036029,0.036115,-0.287358,SL_HIT,2,False,20.252956
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-14T12:40:00+00:00,2022-03-14T12:55:00+00:00,SHORT,1961.71,1967.37,0.0433,4.682743,-0.245078,0.033977,0.034075,-0.31313,SL_HIT,3,False,19.939827
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-15T13:50:00+00:00,2022-03-15T14:20:00+00:00,SHORT,1921.51,1910.284827,0.0354,5.627587,0.397371,0.027209,0.02705,0.343113,TP_HIT,6,False,20.28294
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-16T10:15:00+00:00,2022-03-16T10:45:00+00:00,SHORT,1918.28,1922.64,0.0507,4.0,-0.221052,0.038903,0.038991,-0.298946,SL_HIT,6,False,19.983994
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-16T14:15:00+00:00,2022-03-16T14:45:00+00:00,SHORT,1911.27,1917.52,0.0429,4.659157,-0.268125,0.032797,0.032905,-0.333827,SL_HIT,6,False,19.650167
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-18T07:15:00+00:00,2022-03-18T08:35:00+00:00,SHORT,1933.27,1937.4,0.0491,4.0,-0.202783,0.037969,0.038051,-0.278803,SL_HIT,16,False,19.371364
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-21T08:05:00+00:00,2022-03-21T10:05:00+00:00,SHORT,1923.73,1927.99,0.0484,4.0,-0.206184,0.037243,0.037326,-0.280753,SL_HIT,24,False,19.09061
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-24T10:05:00+00:00,2022-03-24T11:45:00+00:00,LONG,1942.28,1950.25,0.0477,4.0,0.380169,0.037059,0.037211,0.3059,TP_HIT,20,False,19.39651
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-25T12:25:00+00:00,2022-03-25T12:35:00+00:00,SHORT,1952.98,1957.44,0.0485,4.0,-0.21631,0.037888,0.037974,-0.292172,SL_HIT,2,False,19.104338
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-28T13:55:00+00:00,2022-03-28T14:00:00+00:00,SHORT,1931.22,1937.95,0.0422,4.528268,-0.284006,0.032599,0.032713,-0.349318,SL_HIT,1,False,18.75502
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-30T13:30:00+00:00,2022-03-30T14:35:00+00:00,LONG,1926.64,1934.61,0.0469,4.0,0.373793,0.036144,0.036293,0.301356,TP_HIT,13,False,19.056376
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-30T18:35:00+00:00,2022-03-30T22:10:00+00:00,LONG,1934.32,1932.88,0.0476,4.0,-0.068544,0.036829,0.036802,-0.142175,DAY_EXIT,29,False,18.914201
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-31T08:20:00+00:00,2022-03-31T11:05:00+00:00,SHORT,1926.83,1931.45,0.0473,4.0,-0.218526,0.036456,0.036543,-0.291525,SL_HIT,33,False,18.622676
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-03-31T12:15:00+00:00,2022-03-31T13:20:00+00:00,LONG,1930.53,1938.5,0.0466,4.0,0.371402,0.035985,0.036134,0.299283,TP_HIT,13,False,18.921959
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-04-01T12:55:00+00:00,2022-04-01T13:45:00+00:00,SHORT,1928.26,1933.16,0.0473,4.0,-0.23177,0.036483,0.036575,-0.304828,SL_HIT,10,False,18.617131
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-04-01T14:10:00+00:00,2022-04-01T14:35:00+00:00,SHORT,1928.53,1919.831956,0.0427,4.364022,0.371406,0.032939,0.032791,0.305676,TP_HIT,5,False,18.922808
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-04-01T15:35:00+00:00,2022-04-01T19:35:00+00:00,SHORT,1926.78,1925.24,0.0429,4.410143,0.066066,0.033064,0.033037,-3.5e-05,TIME_EXIT,48,False,18.922773
Trend pullback — core,Trend pullback,Development (2019-09 to 2022-12),2022-04-05T09:20:00+00:00,2022-04-05T12:45:00+00:00,SHORT,1929.06,1933.24,0.0473,4.0,-0.197714,0.036498,0.036577,-0.270789,SL_HIT,41,False,18.651984
