strategy,family,window,opened_at_utc,closed_at_utc,direction,entry,exit,size_oz,stop_distance_usd,gross_pnl_usd,entry_fee_usd,exit_fee_usd,net_pnl_usd,exit_reason,bars_held,ambiguous_ohlc_exit,balance_after
Range reversion — value-confirmed,Range reversion,Development (2019-09 to 2022-12),2021-06-23T12:25:00+00:00,2021-06-23T13:35:00+00:00,SHORT,1782.67,1787.01,0.2426,4.0,-1.052884,0.17299,0.173411,-1.399286,SL_HIT,14,False,95.636916
Range reversion — value-confirmed,Range reversion,Development (2019-09 to 2022-12),2022-02-07T13:35:00+00:00,2022-02-07T15:35:00+00:00,SHORT,1813.91,1815.58,0.2391,4.0,-0.399297,0.173482,0.173642,-0.746421,TIME_EXIT,24,False,94.890494
Range reversion — value-confirmed,Range reversion,Development (2019-09 to 2022-12),2022-10-05T13:50:00+00:00,2022-10-05T14:05:00+00:00,LONG,1709.19,1700.31,0.2372,4.0,-2.106336,0.162168,0.161325,-2.429829,SL_HIT,3,False,92.460665
Range reversion — value-confirmed,Range reversion,Development (2019-09 to 2022-12),2022-11-30T18:35:00+00:00,2022-11-30T19:05:00+00:00,LONG,1753.65,1761.62,0.2312,4.0,1.842664,0.162178,0.162915,1.517572,TP_HIT,6,False,93.978237
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-03T09:30:00+00:00,2023-01-03T09:45:00+00:00,LONG,1841.59,1837.5,0.25,4.0,-1.0225,0.184159,0.18375,-1.390409,SL_HIT,3,False,98.609591
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-03T13:05:00+00:00,2023-01-03T14:35:00+00:00,LONG,1837.01,1844.98,0.2465,4.0,1.964605,0.181129,0.181915,1.601561,TP_HIT,18,False,100.211152
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-04T13:25:00+00:00,2023-01-04T15:05:00+00:00,LONG,1857.41,1852.39,0.2505,4.0,-1.25751,0.186112,0.185609,-1.629232,SL_HIT,20,False,98.58192
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-05T19:15:00+00:00,2023-01-05T21:00:00+00:00,SHORT,1834.09,1833.27,0.2465,4.0,0.20213,0.180841,0.18076,-0.159472,DAY_EXIT,21,False,98.422448
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-10T11:00:00+00:00,2023-01-10T12:40:00+00:00,LONG,1875.41,1871.24,0.2461,4.0,-1.026237,0.184615,0.184205,-1.395057,SL_HIT,20,False,97.027391
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-10T13:25:00+00:00,2023-01-10T17:25:00+00:00,LONG,1874.51,1873.5,0.2426,4.0,-0.245026,0.181902,0.181804,-0.608733,TIME_EXIT,48,False,96.418658
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-13T07:35:00+00:00,2023-01-13T08:25:00+00:00,LONG,1896.75,1904.72,0.241,4.0,1.92077,0.182847,0.183615,1.554308,TP_HIT,10,False,97.972966
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-17T12:50:00+00:00,2023-01-17T13:30:00+00:00,SHORT,1908.57,1913.26,0.2449,4.0,-1.148581,0.186964,0.187423,-1.522967,SL_HIT,8,False,96.449999
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-20T07:05:00+00:00,2023-01-20T08:10:00+00:00,LONG,1927.99,1935.96,0.2411,4.0,1.921567,0.185935,0.186704,1.548928,TP_HIT,13,False,97.998927
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-20T09:20:00+00:00,2023-01-20T11:55:00+00:00,LONG,1931.09,1926.66,0.245,4.0,-1.08535,0.189247,0.188813,-1.463409,SL_HIT,31,False,96.535517
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-23T11:05:00+00:00,2023-01-23T14:10:00+00:00,SHORT,1924.74,1916.77,0.2413,4.0,1.923161,0.185776,0.185007,1.552378,TP_HIT,37,False,98.087895
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-24T16:45:00+00:00,2023-01-24T18:35:00+00:00,SHORT,1931.17,1935.54,0.2452,4.0,-1.071524,0.189409,0.189838,-1.450771,SL_HIT,22,False,96.637125
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-25T07:35:00+00:00,2023-01-25T08:35:00+00:00,SHORT,1928.2,1932.66,0.2416,4.0,-1.077536,0.186341,0.186772,-1.45065,SL_HIT,12,False,95.186475
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-01-30T11:25:00+00:00,2023-01-30T13:45:00+00:00,SHORT,1925.61,1929.85,0.238,4.0,-1.00912,0.183318,0.183722,-1.37616,SL_HIT,28,False,93.810315
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-01T13:45:00+00:00,2023-02-01T14:55:00+00:00,LONG,1930.48,1926.34,0.2345,4.0,-0.97083,0.181079,0.180691,-1.3326,SL_HIT,14,False,92.477716
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-06T09:10:00+00:00,2023-02-06T13:10:00+00:00,SHORT,1875.08,1872.98,0.2312,4.0,0.48552,0.173407,0.173213,0.138899,TIME_EXIT,48,False,92.616615
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-06T13:50:00+00:00,2023-02-06T14:55:00+00:00,SHORT,1871.67,1876.04,0.2315,4.0,-1.011655,0.173317,0.173721,-1.358693,SL_HIT,13,False,91.257922
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-10T09:20:00+00:00,2023-02-10T13:20:00+00:00,SHORT,1861.65,1864.86,0.2281,4.0,-0.732201,0.169857,0.17015,-1.072208,TIME_EXIT,48,False,90.185714
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-13T12:10:00+00:00,2023-02-13T16:10:00+00:00,SHORT,1859.83,1853.04,0.2255,4.0,1.531145,0.167757,0.167144,1.196244,TIME_EXIT,48,False,91.381958
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-13T19:30:00+00:00,2023-02-13T21:00:00+00:00,SHORT,1852.67,1854.52,0.2285,4.0,-0.422725,0.169334,0.169503,-0.761562,DAY_EXIT,18,False,90.620396
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-14T12:30:00+00:00,2023-02-14T13:35:00+00:00,LONG,1859.94,1850.17,0.2266,4.0,-2.213882,0.168585,0.167699,-2.550166,SL_HIT,13,True,88.07023
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-16T09:10:00+00:00,2023-02-16T09:40:00+00:00,LONG,1839.69,1835.65,0.2202,4.0,-0.889608,0.16204,0.161684,-1.213332,SL_HIT,6,False,86.856898
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-20T14:55:00+00:00,2023-02-20T15:40:00+00:00,LONG,1846.34,1842.11,0.2171,4.0,-0.918333,0.160336,0.159969,-1.238638,SL_HIT,9,False,85.61826
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-21T14:50:00+00:00,2023-02-21T15:35:00+00:00,SHORT,1835.79,1840.5,0.214,4.0,-1.00794,0.157144,0.157547,-1.32263,SL_HIT,9,False,84.295629
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-02-28T07:05:00+00:00,2023-02-28T08:20:00+00:00,SHORT,1814.04,1806.07,0.2107,4.0,1.679279,0.152887,0.152216,1.374176,TP_HIT,15,False,85.669806
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-01T15:20:00+00:00,2023-03-01T19:20:00+00:00,LONG,1839.45,1837.42,0.2142,4.0,-0.434826,0.157604,0.15743,-0.74986,TIME_EXIT,48,False,84.919945
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-02T12:30:00+00:00,2023-03-02T14:45:00+00:00,SHORT,1833.21,1837.96,0.2123,4.0,-1.008425,0.155676,0.15608,-1.320181,SL_HIT,27,False,83.599765
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-02T18:35:00+00:00,2023-03-02T21:00:00+00:00,LONG,1835.16,1835.95,0.209,4.0,0.16511,0.153419,0.153485,-0.141795,DAY_EXIT,29,False,83.45797
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-08T13:30:00+00:00,2023-03-08T14:35:00+00:00,SHORT,1812.47,1817.9,0.2086,4.0,-1.132698,0.151232,0.151686,-1.435616,SL_HIT,13,False,82.022354
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-09T17:10:00+00:00,2023-03-09T21:00:00+00:00,LONG,1828.54,1830.34,0.2051,4.0,0.36918,0.150013,0.150161,0.069005,DAY_EXIT,46,False,82.091359
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-13T08:10:00+00:00,2023-03-13T09:05:00+00:00,LONG,1878.23,1886.2,0.2052,4.0,1.635444,0.154165,0.154819,1.32646,TP_HIT,11,False,83.417819
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-13T11:00:00+00:00,2023-03-13T12:25:00+00:00,LONG,1884.5,1892.47,0.2085,4.0,1.661745,0.157167,0.157832,1.346746,TP_HIT,17,False,84.764564
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-17T07:40:00+00:00,2023-03-17T11:40:00+00:00,LONG,1930.92,1934.0,0.2119,4.0,0.652652,0.163665,0.163926,0.325061,TIME_EXIT,48,False,85.089626
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-23T07:20:00+00:00,2023-03-23T07:55:00+00:00,LONG,1979.66,1975.46,0.2127,4.0,-0.89334,0.168429,0.168072,-1.229842,SL_HIT,7,False,83.859784
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-24T07:50:00+00:00,2023-03-24T08:30:00+00:00,LONG,1990.3,1986.24,0.2096,4.0,-0.850976,0.166867,0.166526,-1.184369,SL_HIT,8,False,82.675415
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-29T07:50:00+00:00,2023-03-29T09:05:00+00:00,SHORT,1961.87,1965.94,0.2067,4.0,-0.841269,0.162207,0.162544,-1.16602,SL_HIT,15,False,81.509395
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-29T12:15:00+00:00,2023-03-29T14:40:00+00:00,SHORT,1965.05,1970.13,0.2038,4.0,-1.035304,0.160191,0.160605,-1.3561,SL_HIT,29,False,80.153295
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-03-30T13:00:00+00:00,2023-03-30T13:30:00+00:00,LONG,1970.47,1965.36,0.2004,4.0,-1.024044,0.157953,0.157543,-1.33954,SL_HIT,6,False,78.813755
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-03T19:20:00+00:00,2023-04-03T21:00:00+00:00,LONG,1985.66,1984.12,0.197,4.0,-0.30338,0.15647,0.156349,-0.616199,DAY_EXIT,20,False,78.197556
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-10T12:10:00+00:00,2023-04-10T13:00:00+00:00,SHORT,1999.42,1991.45,0.1955,4.0,1.558135,0.156355,0.155731,1.246049,TP_HIT,10,False,79.443605
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-10T17:30:00+00:00,2023-04-10T19:45:00+00:00,SHORT,1988.78,1993.12,0.1986,4.0,-0.861924,0.157989,0.158333,-1.178246,SL_HIT,27,False,78.265359
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-11T13:55:00+00:00,2023-04-11T17:55:00+00:00,LONG,2002.0,2004.54,0.1957,4.0,0.497078,0.156717,0.156915,0.183446,TIME_EXIT,48,False,78.448805
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-18T10:20:00+00:00,2023-04-18T13:05:00+00:00,LONG,2003.68,1999.52,0.1961,4.0,-0.815776,0.157169,0.156842,-1.129787,SL_HIT,33,False,77.319018
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-20T08:15:00+00:00,2023-04-20T09:15:00+00:00,LONG,1998.1,1992.59,0.1933,4.0,-1.065083,0.154493,0.154067,-1.373643,SL_HIT,12,False,75.945375
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-20T09:40:00+00:00,2023-04-20T12:35:00+00:00,LONG,1997.44,2005.41,0.1899,4.0,1.513503,0.151726,0.152331,1.209447,TP_HIT,35,False,77.154821
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-21T13:50:00+00:00,2023-04-21T14:20:00+00:00,SHORT,1979.3,1984.69,0.1488,5.186522,-0.802032,0.117808,0.118129,-1.037969,SL_HIT,6,False,76.116853
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-25T14:15:00+00:00,2023-04-25T15:35:00+00:00,SHORT,1986.07,1990.82,0.184,4.137535,-0.874,0.146175,0.146524,-1.166699,SL_HIT,16,False,74.950154
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-04-26T07:20:00+00:00,2023-04-26T11:20:00+00:00,LONG,1997.99,1999.29,0.1874,4.0,0.24362,0.149769,0.149867,-0.056016,TIME_EXIT,48,False,74.894137
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-02T07:15:00+00:00,2023-05-02T09:50:00+00:00,SHORT,1982.15,1986.64,0.1872,4.0,-0.840528,0.148423,0.14876,-1.137711,SL_HIT,31,False,73.756426
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-04T09:35:00+00:00,2023-05-04T13:25:00+00:00,LONG,2037.02,2032.85,0.1844,4.0,-0.768948,0.150251,0.149943,-1.069142,SL_HIT,46,False,72.687285
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-09T07:50:00+00:00,2023-05-09T08:25:00+00:00,LONG,2025.76,2021.21,0.1817,4.0,-0.826735,0.147232,0.146902,-1.120869,SL_HIT,7,False,71.566416
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-12T07:50:00+00:00,2023-05-12T09:50:00+00:00,SHORT,2009.31,2001.34,0.1789,4.0,1.425833,0.143786,0.143216,1.138831,TP_HIT,24,False,72.705247
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-15T12:35:00+00:00,2023-05-15T16:35:00+00:00,LONG,2015.59,2019.44,0.1818,4.0,0.69993,0.146574,0.146854,0.406503,TIME_EXIT,48,False,73.11175
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-15T17:35:00+00:00,2023-05-15T18:50:00+00:00,LONG,2019.45,2015.31,0.1828,4.0,-0.756792,0.147662,0.147359,-1.051814,SL_HIT,15,False,72.059936
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-17T11:10:00+00:00,2023-05-17T14:00:00+00:00,SHORT,1986.73,1978.76,0.1801,4.0,1.435397,0.143124,0.14255,1.149723,TP_HIT,34,False,73.209659
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-22T07:55:00+00:00,2023-05-22T11:45:00+00:00,LONG,1976.89,1969.6,0.183,4.0,-1.33407,0.144708,0.144175,-1.622953,SL_HIT,46,False,71.586706
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-29T09:15:00+00:00,2023-05-29T12:50:00+00:00,SHORT,1944.28,1949.21,0.179,4.0,-0.88247,0.13921,0.139563,-1.161244,SL_HIT,43,False,70.425462
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-30T14:10:00+00:00,2023-05-30T18:10:00+00:00,LONG,1957.4,1958.42,0.1761,4.0,0.179622,0.137879,0.137951,-0.096208,TIME_EXIT,48,False,70.329254
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-05-31T09:30:00+00:00,2023-05-31T13:30:00+00:00,LONG,1958.56,1963.18,0.1758,4.0,0.812196,0.137726,0.138051,0.536419,TIME_EXIT,48,False,70.865673
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-16T14:05:00+00:00,2023-06-16T14:10:00+00:00,LONG,1964.15,1958.74,0.1772,4.0,-0.958652,0.139219,0.138835,-1.236706,SL_HIT,1,False,69.628967
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-19T14:05:00+00:00,2023-06-19T18:05:00+00:00,SHORT,1950.88,1950.15,0.1741,4.0,0.127093,0.135859,0.135808,-0.144575,TIME_EXIT,48,False,69.484392
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-21T19:45:00+00:00,2023-06-21T21:00:00+00:00,SHORT,1933.6,1932.66,0.1737,4.0,0.163278,0.134347,0.134281,-0.10535,DAY_EXIT,15,False,69.379042
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-22T12:45:00+00:00,2023-06-22T14:25:00+00:00,SHORT,1925.63,1917.66,0.1734,4.0,1.381998,0.133562,0.133009,1.115427,TP_HIT,20,False,70.494469
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-26T07:15:00+00:00,2023-06-26T11:15:00+00:00,LONG,1926.26,1932.1,0.1762,4.0,1.029008,0.135763,0.136174,0.757071,TIME_EXIT,48,False,71.25154
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-27T07:00:00+00:00,2023-06-27T09:45:00+00:00,LONG,1927.63,1923.6,0.1781,4.0,-0.717743,0.137324,0.137037,-0.992105,SL_HIT,33,False,70.259436
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-28T13:45:00+00:00,2023-06-28T13:50:00+00:00,SHORT,1905.1,1910.96,0.1756,4.0,-1.029016,0.133814,0.134226,-1.297056,SL_HIT,1,False,68.96238
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-06-29T07:30:00+00:00,2023-06-29T08:20:00+00:00,SHORT,1903.77,1908.32,0.1724,4.0,-0.78442,0.131284,0.131598,-1.047302,SL_HIT,10,False,67.915078
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-07T07:10:00+00:00,2023-07-07T11:10:00+00:00,LONG,1914.42,1916.02,0.1698,4.0,0.27168,0.130027,0.130136,0.011517,TIME_EXIT,48,False,67.926594
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-13T07:40:00+00:00,2023-07-13T11:40:00+00:00,LONG,1961.12,1958.95,0.1698,4.0,-0.368466,0.133199,0.133052,-0.634717,TIME_EXIT,48,False,67.291877
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-14T12:40:00+00:00,2023-07-14T13:55:00+00:00,SHORT,1956.73,1961.18,0.1682,4.0,-0.74849,0.131649,0.131948,-1.012087,SL_HIT,15,False,66.27979
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-17T17:15:00+00:00,2023-07-17T21:00:00+00:00,SHORT,1952.94,1955.15,0.1657,4.0,-0.366197,0.129441,0.129587,-0.625225,DAY_EXIT,45,False,65.654565
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-19T13:35:00+00:00,2023-07-19T14:15:00+00:00,LONG,1978.08,1973.52,0.1641,4.0,-0.748296,0.129841,0.129542,-1.007679,SL_HIT,8,False,64.646886
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-20T13:35:00+00:00,2023-07-20T14:45:00+00:00,SHORT,1976.36,1968.39,0.1616,4.0,1.287952,0.127752,0.127237,1.032963,TP_HIT,14,False,65.679849
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-25T13:05:00+00:00,2023-07-25T13:40:00+00:00,SHORT,1957.06,1961.37,0.1642,4.0,-0.707702,0.12854,0.128823,-0.965064,SL_HIT,7,False,64.714785
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-26T17:45:00+00:00,2023-07-26T18:05:00+00:00,LONG,1970.52,1965.29,0.1618,4.0,-0.846214,0.127532,0.127194,-1.10094,SL_HIT,4,False,63.613845
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-27T07:15:00+00:00,2023-07-27T09:05:00+00:00,LONG,1978.51,1974.34,0.159,4.0,-0.66303,0.125833,0.125568,-0.914431,SL_HIT,22,False,62.699414
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-07-28T13:45:00+00:00,2023-07-28T17:45:00+00:00,LONG,1956.26,1959.38,0.1567,4.0,0.488904,0.122618,0.122814,0.243472,TIME_EXIT,48,False,62.942886
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-08-09T07:05:00+00:00,2023-08-09T09:50:00+00:00,LONG,1930.78,1926.29,0.1574,4.0,-0.706726,0.121562,0.121279,-0.949567,SL_HIT,33,False,61.993319
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-08-09T12:45:00+00:00,2023-08-09T14:25:00+00:00,SHORT,1923.74,1927.84,0.155,4.0,-0.6355,0.119272,0.119526,-0.874298,SL_HIT,20,False,61.119021
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-08-18T13:45:00+00:00,2023-08-18T15:45:00+00:00,LONG,1895.09,1890.32,0.1528,4.0,-0.728856,0.115828,0.115536,-0.96022,SL_HIT,24,False,60.1588
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-08-24T07:25:00+00:00,2023-08-24T11:25:00+00:00,LONG,1921.71,1917.91,0.1504,4.0,-0.57152,0.11561,0.115381,-0.802512,TIME_EXIT,48,False,59.356289
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-08-24T17:30:00+00:00,2023-08-24T21:00:00+00:00,LONG,1919.4,1916.46,0.1484,4.0,-0.436296,0.113936,0.113761,-0.663993,DAY_EXIT,42,False,58.692296
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-09-18T13:15:00+00:00,2023-09-18T14:05:00+00:00,LONG,1927.18,1922.6,0.1467,4.0,-0.671886,0.113087,0.112818,-0.897791,SL_HIT,10,False,57.794505
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-09-25T07:50:00+00:00,2023-09-25T11:50:00+00:00,SHORT,1922.89,1924.7,0.1445,4.0,-0.261545,0.111143,0.111248,-0.483936,TIME_EXIT,48,False,57.310569
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-09-25T13:55:00+00:00,2023-09-25T14:10:00+00:00,LONG,1926.49,1921.41,0.1433,4.0,-0.727964,0.110426,0.110135,-0.948526,SL_HIT,3,False,56.362044
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-09-28T10:20:00+00:00,2023-09-28T12:35:00+00:00,SHORT,1874.94,1879.81,0.1409,4.0,-0.686183,0.105672,0.105946,-0.897801,SL_HIT,27,False,55.464243
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-04T08:35:00+00:00,2023-10-04T11:15:00+00:00,SHORT,1820.94,1827.24,0.1387,4.0,-0.87381,0.101026,0.101375,-1.076211,SL_HIT,32,False,54.388032
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-10T13:25:00+00:00,2023-10-10T14:15:00+00:00,SHORT,1854.67,1858.73,0.136,4.0,-0.55216,0.100894,0.101115,-0.754169,SL_HIT,10,False,53.633863
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-17T12:50:00+00:00,2023-10-17T13:35:00+00:00,LONG,1925.98,1920.66,0.1341,4.0,-0.713412,0.10331,0.103024,-0.919746,SL_HIT,9,False,52.714117
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-19T09:00:00+00:00,2023-10-19T13:00:00+00:00,LONG,1949.95,1954.63,0.1318,4.0,0.616824,0.102801,0.103048,0.410975,TIME_EXIT,48,False,53.125092
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-26T07:10:00+00:00,2023-10-26T11:10:00+00:00,LONG,1986.55,1986.01,0.1328,4.0,-0.071712,0.105526,0.105497,-0.282734,TIME_EXIT,48,False,52.842357
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-26T19:55:00+00:00,2023-10-26T21:00:00+00:00,LONG,1984.83,1984.5,0.1321,4.0,-0.043593,0.104878,0.104861,-0.253332,DAY_EXIT,13,False,52.589025
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-27T12:55:00+00:00,2023-10-27T13:05:00+00:00,SHORT,1978.57,1983.19,0.1315,4.0,-0.60753,0.104073,0.104316,-0.815919,SL_HIT,2,False,51.773106
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-10-27T14:35:00+00:00,2023-10-27T17:20:00+00:00,SHORT,1982.93,1987.42,0.1294,4.0,-0.581006,0.102636,0.102869,-0.786511,SL_HIT,33,False,50.986595
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-01T07:20:00+00:00,2023-11-01T08:50:00+00:00,SHORT,1977.25,1982.19,0.1275,4.0,-0.62985,0.10084,0.101092,-0.831781,SL_HIT,18,False,50.154814
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-09T08:55:00+00:00,2023-11-09T12:55:00+00:00,SHORT,1948.01,1946.33,0.1254,4.0,0.210672,0.097712,0.097628,0.015332,TIME_EXIT,48,False,50.170146
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-10T08:40:00+00:00,2023-11-10T11:35:00+00:00,SHORT,1955.65,1947.68,0.1254,4.0,0.999438,0.098095,0.097696,0.803647,TP_HIT,35,False,50.973793
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-13T07:55:00+00:00,2023-11-13T11:55:00+00:00,SHORT,1938.22,1938.46,0.1274,4.0,-0.030576,0.098772,0.098784,-0.228132,TIME_EXIT,48,False,50.745661
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-13T13:40:00+00:00,2023-11-13T16:10:00+00:00,SHORT,1935.89,1940.3,0.1269,4.0,-0.559629,0.098266,0.09849,-0.756384,SL_HIT,30,False,49.989277
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-16T13:25:00+00:00,2023-11-16T14:20:00+00:00,LONG,1966.13,1974.1,0.125,4.0,0.99625,0.098307,0.098705,0.799239,TP_HIT,11,False,50.788515
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-22T09:10:00+00:00,2023-11-22T13:10:00+00:00,LONG,2002.22,2001.18,0.127,4.0,-0.13208,0.101713,0.10166,-0.335453,TIME_EXIT,48,False,50.453062
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-28T09:50:00+00:00,2023-11-28T13:20:00+00:00,LONG,2015.32,2011.26,0.1261,4.0,-0.511966,0.101653,0.101448,-0.715067,SL_HIT,42,False,49.737996
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-30T08:00:00+00:00,2023-11-30T08:50:00+00:00,LONG,2044.75,2040.6,0.1243,4.0,-0.515845,0.101665,0.101459,-0.718969,SL_HIT,10,False,49.019027
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-30T13:35:00+00:00,2023-11-30T17:35:00+00:00,SHORT,2038.83,2039.41,0.1225,4.0,-0.07105,0.099903,0.099931,-0.270884,TIME_EXIT,48,False,48.748143
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-11-30T17:55:00+00:00,2023-11-30T21:00:00+00:00,SHORT,2038.14,2036.4,0.1219,4.0,0.212106,0.09938,0.099295,0.013431,DAY_EXIT,37,False,48.761575
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-12-13T14:30:00+00:00,2023-12-13T15:15:00+00:00,LONG,1983.44,1978.41,0.1219,4.0,-0.613157,0.096713,0.096467,-0.806337,SL_HIT,9,False,47.955238
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-12-20T08:35:00+00:00,2023-12-20T10:20:00+00:00,LONG,2041.74,2037.61,0.1199,4.0,-0.495187,0.097922,0.097724,-0.690833,SL_HIT,21,False,47.264405
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-12-21T13:35:00+00:00,2023-12-21T15:15:00+00:00,LONG,2040.33,2036.27,0.1182,4.0,-0.479892,0.096467,0.096275,-0.672634,SL_HIT,20,False,46.591772
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-12-26T10:10:00+00:00,2023-12-26T14:00:00+00:00,LONG,2062.87,2058.4,0.1165,4.0,-0.520755,0.09613,0.095921,-0.712806,SL_HIT,46,False,45.878965
Trend pullback — core,Trend pullback,Validation (2023-2024),2023-12-29T08:15:00+00:00,2023-12-29T09:00:00+00:00,LONG,2073.49,2068.46,0.1147,4.0,-0.576941,0.095132,0.094901,-0.766974,SL_HIT,9,False,45.111992
